EIIN,INSTITUTE NAME
107793,SHAH BOHU MUKHI HIGH SCHOOL
107794,RANI DAYAMOYEE HIGH SCHOOL
107795,RANGAMATI GOVT. HIGH SCHOOL
107796,LAKERS PUBLIC SCHOOL
107797,RANGAMATI GOVT. GIRLS HIGH SCHOOL
107798,SHAHID ABDUL ALI ACADEMY
107799,KHARIKSHAN HIGH SCHOOL
107800,BARA MOHAPURAM HIGH SCHOOL
107801,BORADOM SURA BALA SMRITY BIDYAPITH
107802,MOZADDED-E-AL-FESANI HIGH SCHOOL
107803,MASCHA PARA HIGH SCHOOL
107804,BASANTA HIGH SCHOOL
107805,BANDHUK BHANGA HIGH SCHOOL
107806,VEDVEDEE POURA HIGH SCHOOL
107807,TAIMIDONG JUNIOR HIGH SCHOOL
107808,BADALCHARI HIGH SCHOOL
107809,CHONGRA CHARI JUNIOR HIGH SCHOOL
107810,TRIPURA CHARA JUNIOR HIGH SCHOOL
107811,KAINDYA DOUZAREE PARA JUNIOR HIGH SCHOOL
107814,JIBTALI HIGH SCHOOL
131063,BOROPILAK JUNIOR HIGH SCHOOL
131065,VOAYALLYA HIGH SCHOOL
131116,GOALIA KHOLA S.E.S.D.P MODEL HIGH SCHOOL
131173,LOTANE HIGH SCHOOL
131177,CHAKARIA CAMBRIAN SCHOOL
131178,CHAKOREE POURA ADARSHA SHIHSHA NIKETON
131184,Advocate mojibur Rahman high school
131189,"IDEAL INSTITUTE, COX`S BAZAR SADAR"
131193,NORTH HARBANG HIGH SCHOOL
131195,AL-HAZ ALI ACHHIYA HIGH SCHOOL
131204,ABUL KASHEM JUNIOR HIGH SCHOOL
131215,MONSUR ALI SIKDAR IDEAL SCHOOL
131219,UTTARAN MODEL SCHOOL
131231,KAIYARBIL IDEAL HIGH SCHOOL
131246,CHONKHOLA PARA JUNIOR SCHOOL
131284,NHILA ALFALAH ACADEMY
131293,Kadalpur Ideal High School
131296,LELANGARA PUBLIC HIGH SCHOOL
131304,CUMILLA RESIDENTIAL SCHOOL AND COLLEGE
131309,"RAOZAN RAMGATI DHAR, RAMDHAN DHAR & ABDUL BARI CHOWDHURY MODEL GOVT. HIGH SCHOOL"
131310,JULDHA SHAH AMIR HIGH SCHOOL
131319,JAMIJURI JUNIOR BOYS SCHOOL
131321,MADARSHA ADRSHA JUNIOR HIGH SCHOOL
131327,ISLAMI SHAMAJ KALLAYN PARISHAD HIGH SCHOOL
131329,ALHAJ M A SALAM HIGH SCHOOL
131336,PURBA DHALAI KADIZA MALEK JUNIOR HIGH SCHOOL
131342,HAJI MOSTAK AHMED CHOWDHURY HIGH SCHOOL
131345,MOSTAFA BEGUM GIRLS HIGH SCHOOL
131346,BHUJPUR PUBLIC HIGH SCHOOL
131348,BABU NAGAR HIGH SCHOOL
131349,NOOR AHMED ENGR. MEMORIAL JR. SCHOOL
131361,SAFA MOTALEB COLLEGIAT JUNIOR HIGH SCHOOL
131362,S.M. PILOT HIGH SCHOOL
131367,PANCHKHAIN DARGAH DR. MD. MEAH CHOW. (JUNIOR) HIGH SCHOOL
131377,SYADUL HAQUE HIGH SCHOOL
131385,PURBA BAKALIA CITY CORPORATION HIGH SCHOOL
131388,DHOPACHHARI SHIL GHATA HIGH SCHOOL
131396,COXS BAZAR GOVT. GIRLS HIGH SCHOOL
131400,KAMAL UDDIN CHOWDHURY GIRL S SCHOOL
131424,NAIKONG KHALI JUNIOR HIGH SCHOOL
131439,LEDA JUNIOR HIGH SCHOOL
131442,TEKNAF BORDER GUARD PUBLIC SCHOOL
131446,MARISH BONIA SESDP MODEL HIGH SCHOOL
131466,KHAGRABIL JUNIOR HIGH SCHOOL
131467,CHHADAHA KEUCHIYA HIGH SCHOOL
131472,ASHIYA MOTALEB REZIA NASRIN HIGH SCHOOL
131483,SOUTH GAHIRA KHAN SAHEB ABDUL KARIM HIGH SCHOOL
131494,MEMON GRAMMAR SCHOOL
131888,DAULATPUR BOHUMUKHI HIGH SCHOOL
131898,DILWARA JAHAN MEMORIAL SCHOOL AND COLLEGE
132070,KHAGRACHARI CANTONMENT PUBLIC SCHOOL & COLLEGE
132075,CHITTAGONG LABORATORY SCHOOL AND COLLEGE
132144,SRIJONEE TRUST SCHOOL AND COLLEGE
132146,KAFCO SCHOOL AND COLLEGE
133211,BANDARBAN CANTONMENT PUBLIC SCHOOL & COLLEGE
133233,BIRSHRESTO MUNSHI ABDUR RAUF HIGH SCHOOL
133715,JAFARABAD HIGH SCHOOL
133904,BANGLADESH RAILWAY GOVT. HIGH SCHOOL
133907,HALISHAHAR HOUSING ESTATE HIGH SCHOOL
133923,PURBO HARBANG ADARSHA HIGH SCHOOL
133936,CHEUNIPARA HIGH SCHOOL
133949,RESIDENTIAL MODEL SCHOOL & COLLEGE
133968,WAHIDUNNESA SECONDARY SCHOOL
133973,DAILPARA HIGH SCHOOL
133977,BANGLADESH ELEMENTARY SCHOOL
133990,CENTRAL PUBLIC HIGH SCHOOL
133996,CHILD HEAVEN SCHOOL
133998,CHITTAGONG MODEL SCHOOL & COLLEGE
134011,SAFA MOTALEB HIGH SCHOOL
134013,MERIT BANGLADESH SCHOOL & COLLEGE
134072,YUNUS-ALMAS SCHOOL & COLLEGE
134126,CENTER VALLEY SCHOOL
134128,STANDARD SCHOOL AND COLLEGE
134132,SARADINER SCHOOL & COLLEGE
134133,CANTONMENT ENGLISH SCHOOL & COLLEGE
134143,RADIANT SCHOOL & COLLEGE
134147,CDA PUBLIC SCHOOL & COLLEGE
134157,PROVATI MADDHYAMIK SHIKKHA NIKETON
134170,SOUTHPOINT SCHOOL & COLLEGE
134191,MAHILLA HIGH SCHOOL
134227,A K M MOZAMMEL HOUQUE MEMORIAL SCHOOL
134270,ABDULLAPUR JUNIOR HIGH SCHOOL
134279,HOSSEN AHMMAD CHY. CITY CORPORATION SCHOOL
134298,HOANAK ADORSHO BIDDAPITH
134301,QUANTUM COSMO SCHOOL
134303,PAINDONG MODEL JUNIOR SCHOOL
134304,HAJI SHAMSUL ISLAM JUNIOR HIGH SCHOOL
134314,MATIRANGA MUNICIPAL MODEL JUNIOR HIGH SCHOOL
134360,INDEPENDENT SCHOOL & COLLEGE
134361,OXYZEN JUNIOR HIGH SCHOOL
134429,LITTLE JEWELS SCHOOL
134544,ST. FRANCIS XAVIERS JUNIOR SCHOOL
134603,GLOBAL SCHOLAR SCHOOL AND COLLEGE
134609,BANDARBAN COLLECTORATE SCHOOL
134625,CHITTAGONG SUN SHINE COLLEGE
134684,MOHAMMED NAGAR HUMAYUN KABIR CHY JUNIOR HIGH SCHOOL
134685,BANGABANDHU BANGLA VIDDAPIT
134891,J.M.GHAT MODEL HIGH SCHOOL
134894,AYUB FOUNDETION JUNIOR SCHOOL
134895,IQRA ABDUL JABBAR HIGH SCHOOL
134903,MARUWF MODEL INTERNATIONAL SCHOOL
134907,WEST GOALIA PALONG SESDP MODEL HIGH SCHOOL
134916,SIMANTO PROHORI ADARSH JUNIOR HIGH SCHOOL
135011,TEWFA IDEAL SCHOOL
135012,DURPARJENAL HIGH SCHOOL
135014,Shaheed Lt. Mushfiq High School
135226,C & B COLONY ADARSHA JUNIOR HIGH SCHOOL
135237,BORDER GUARD PUBLIC SCHOOL
135296,BIAM Laboratory School & College
135509,SYEDPUR HASSAN-SHAHINUR ACADEMY
135639,NOY MILE TRIPURA PARA HIGH SCHOOL
135640,CHONGRACHARI SESDP MODEL HIGH SCHOOL
135721,HALISHAHAR CANT. PUBLIC SCHOOL
135800,NURUL ISLAM CHOWDHURY GULJER BEGUM HIGH SCHOOL
135801,CHEPOTKHALI - MADARBANIA UPAKULIA HIGH SCHOOL
135802,SAIYED BOKTHIER CHAMON BAHAR CHY JUNIOR SCHOOL
135886,APAB SUNRISING HIGH SCHOOL
136019,HAJEE MOHAMMAD JANE ALAM JR. HIGH SCHOOL
136247,A.K. AZAD HIGH SCHOOL
136248,BORO DOLU JUNIOR HIGH SCHOOL
136272,BAY VIEW SCHOOL
136483,SAINT MARYS SCHOOL
136661,SYEDPUR NOOR KASHEM ACADEMY
136728,GANAPURTA BIDYA NIKETAN
136810,BANGLADESH KRIRA SHIKKHA PROTISHTAN
136845,Ujantia Khan Bahadur High School
136921,CHAK DALA SESDP MODEL HIGH SCHOOL
136924,GORAKGHATA JUNIOR HIGH SCHOOL
136936,ALHAJ SHAFIQUE UDDIN HIGH SCHOOL
136949,MACHALANG HIGH SCHOOL
136957,DR. CL. OLI. AHAMED BIR BIKROM JUNIOR SCHOOL
136968,CDA GIRLS SCHOOL & COLLEGE
136981,ARMED POLICE BATTALION IDEAL SCHOOL & COLLEGE
137007,CHITTAGONG GRAMMAR SCHOOL
137049,Dakshin Bandar High School
137151,Shahid Abdul Hamid High School
137586,KAIBALYADHAM HOUSING ESTATE HIGH SCHOOL
137740,BAIZID MODEL SCHOOL
137761,SANDWIP ANANDA PATHSHALA
137766,SCHOOL OF SCIENCE BUSINESS AND HUMANITIES
137809,SHOHID CAPTAIN AFTABUL KADER HIGH SCHOOL
137893,ARMED POLICE BATTALION IDEAL SCHOOL & COLLEGE
137946,BIR BIKROM ZAINUL ABEDIN HIGH SCHOOL
138132,CHITTAGONG SUN SHINE SCHOOL & COLLEGE
138212,Khagrachari Police Lines High School
138306,Patenga Ideal School
138311,Bakkhali High School
138315,LEADERSHIP HIGH SCHOOL
138320,S. ALAM COLLEGIATE SCHOOL & COLLEGE
138355,Hazera-Taju School and College
138368,NAVY ANCHORAGE SCHOOL AND COLLEGE CHATTOGRAM
138376,URIRCHAR JUNIOR HIGH SCHOOL
138403,BADIUL ALAM SRITY BIDDAPITH
138408,NUTUN MONSURABAD AL HAJ MOSTAFA HAKIM HIGH SCHOOL
138411,Techno-Cider International School
138415,HILLVIEW PUBLIC SCHOOL
138417,AZIM HAKIM SCHOOL & COLLEGE
138418,OXFORD MODERN SCHOOL AND COLLEGE
138419,CHUNATI MEHERUNNESA SECONDARY SCHOOL
138420,RAMU CANTONMENT EINGLISH SCHOOL
138421,"SAINT XAVIERS SCHOOL, PAHARTALI"
138422,SHAHEED LIEUTENANT TANZIM CANTONMENT PUBLIC SCHOOL AND COLLEGE
138423,MOHAMMAD ANWARUL AZIM GIRLS HIGH SCHOOL
138430,ALIKADAM CANTONMENT PUBLIC SCHOOL
138444,RAMAKREE HIGH SCHOOL
138445,THANCHI GIRLS HIGH SCHOOL
138639,BELCHHARI JUNIOR HIGH SCHOOL
138671,SHAIMUM SARWAR KAMAL HIGH SCHOOL
138711,MASTER MONSOF ALI JAHANARA BEGUM SECONDARY GIRLS SCHOOL
138722,UJANTIA JUNIOR HIGH SCHOOL
138727,SAJINA CHOWDHURY HIGH SCHOOL
138732,MATIRANGA RESIDENTIAL SCHOOL
138737,GUNNERS ENGLISH SCHOOL
138745,TOITONG EQRA SCHOOL & COLLEGE
138750,CHANKHULA MODEL HIGH SCHOOL
138751,BHAIBONCHARA GIRLS HIGH SCHOOL
138764,JARULCHARI HEADMAN PARA HIGH SCHOOL
138768,MATARBARI IDEAL SCHOOL (GIRLS)
138793,MASTER TALEB ULLAH MODEL SCHOOL & COLLEGE
138794,HAJEE SIDDIQIA MODEL HIGH SCHOOL
138801,FULKI SAHAJPATH BIDYALOY
138803,HAJACHARA JORABRIDGEJUNIOR HIGH SCHOOL
138820,LIMELIGHT GRAMMAR SCHOOL
138822,BAINNACHOLA - MANIKPUR HIGH SCHOOL
138862,TARABANIA HIGH SCHOOL
138865,JAISTHAPURA NIRUBALA CHOWDHURY ACADEMY
138866,Bodiul Alam Model High School and College
138867,JANARKHIL JATIYA GRIHAYAN KOTRIPOKKHO HIGH SCHOOL
138876,SAJEK GANGARAM HIGH SCHOOL
138878,SHIJAK DAJAR BAZAR JUNIOR SCHOOL
138881,HAZEE ABUL HOSSEN -NUR NAHAR HIGH SCHOOL
138895,SHAHEED ATM JAFOR ALAM SCHOOL AND COLLEGE
138948,REJU BOROITOLI HIGH SCHOOL
138956,PANIR CHARA SHD MODEL HIGH SCHOOL
138957,PATHARGHATA CITY CORPORATION BOYS HIGH SCHOOL
138961,HUDUKCHARI JUNIOR HIGH SCHOOL
138987,ST. TERESA S SCHOOL
138994,HAZAR MANIK HIGH SCHOOL
139007,MAWRUM IDEAL HIGH SCHOOL
139013,PATENGA SEA VIEW PUBLIC SCHOOL
139025,MAIS CHHARI IDEAL SCHOOL & COLLEGE
139026,DEWPOINT SCHOOL
139033,UDALIA HIGH SCHOOL
139039,World University Service (WUS) High School
139063,CHAKARIA CANTONMENT ENGLISH SCHOOL
139088,COXSBAZAR INTERNATIONAL SCHOOL
139091,CHITTAGONG INTERNATIONAL SCHOOL
139116,GARJANIA ADARSHA SHIKKHANIKETON
139148,SHAHANSAH SYED ZIAUL HUQ MAIZBHANDARI HIGH SCHOOL
139197,SIR MAURICE BROWN INTERNATIONAL SCHOOL
139204,ASHSHEFA SCHOOL AND COLLEGE
139231,CDDL NAVY SCHOOL
139242,UTTAR NISCHINTAPUR NUR SAFA MEMORIAL HIGH SCHOOL
139260,HOLY CHILD SCHOOL
139272,LEADERS SCHOOL & COLLEGE CHATTOGRAM
139273,BOALKHALI ALHAJ AHMED HOSSEN CHOWDHURY ANOWARA BEGUM CHOWDHURY COLLEGIATE GIRLS HIGH SCHOOL
139288,BARAIYAHAT POURA BOHUMUKHI HIGH SCHOOL
139296,OXFORD INTERNATIONAL SCHOOL
139373,SHAPLA KURI SECONDARY SCHOOL
139393,GARITANA JUNIOR HIGH SCHOOL
139402,CANTONMENT PUBLIC SCHOOL AND COLLEGE BANGLADESH MILITARY ACADEMY
139411,BURHANI BSRM SCHOOL
139447,PEKUA IDEAL HIGH SCHOOL
139449,PATABARI HIGH SCHOOL
139471,SIMANTO PROHORI ADARSH JUNIOR HIGH SCHOOL
139472,BANDARBAN POLICE LINES SCHOOL
139482,TAUHIDUL ANOWAR HIGH SCHOOL
139567,BOGAKHALI JUNIOR HIGH SCHOOL
139665,PEKUA HIGH SCHOOL
139721,UTTAR BOROBIL HIGH SCHOOL
139724,DEBOLCHHARI BAZAR PARA HIGH SCHOOL
139728,P M KHALI GIRLS HIGH SCHOOL
139746,GACHBARIA P.P.S MODEL HIGH SCHOOL
139807,TAYEEBA GIRLS ISLAMIC SCHOOL & COLLEGE
139904,RUMKHA TRIROTNO HIGH SCHOOL
139906,KUSALAYAN HIGH SCHOOL
139907,CHAKBOITHA HIGH SCHOOL
139921,DR RAFIQUE JAHAN MAHMOOD GIRLS HIGH SCHOOL
139927,MANIKCHARI ENGLISH SCHOOL
139929,BALONG HAMRI JUNIOR HIGH SCHOOL
139931,MORICHA PALONG IDEAL HIGH SCHOOL
139932,UMKHALI ADVOCATE M.AMIR HOSSAIN HIGH SCHOOL
139933,JYOTISEN HIGH SCHOOL
139944,SAJEDA ALAM BIDYANIKETAN
139945,HOLY CARE MODEL HIGH SCHOOL
139946,BHAIBONCHARA IDEAL SCHOOL
139951,ORBIT RESIDENTIAL SCHOOL
139955,S.RAHMAN IDEAL SCHOOL
139956,SHAHIDUR RAHMAN CHOWDHURY HIGHSCHOOL
139962,SHOVONCHARI HIGH SCHOOL
139964,BEACH PUBLIC SCHOOL AND COLLEGE
139969,KALABUNIA HIGH SCHOOL
139970,ROWSHAN FERDOUS GIRLS SCHOOL AND COLLEGE
139982,KAYANGHAT JUNIOR HIGH SCHOOL
140061,choto maheshkhali bahumukhi model high school
140291,UPAKULIO ADARSHA SHIKKHA NIKETON
140294,SRIJONY MADHYAMIK VIDYALAY
140295,BAILLYACHARI HIGH SCHOOL
140315,SHALBON SCHOOL AND COLLEGE
140330,PINNACLE CHARTERED SCHOOL AND COLLEGE
140381,SUNDARPUR HIGH SCHOOL
